depth,difficulty,avg_time_with_pruning,avg_time_without_pruning,avg_speedup
2,Easy,0.01408554712931315,0.024069897333780923,1.9817722163431561
4,Medium,0.2733675320943197,1.114378309249878,4.753401713996966
5,Hard,1.2669461568196614,7.478097454706828,6.698081554773169
